0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
117.0,10.0002,0.2518,489.05,604.31,1501.06,1297.66,2318.82,8770.35,1.26,44.98,2388.01,8131.65,8.5935,0.03,370.0,2319.0,28.63,17.2102
118.0,0.002,0.0015,518.67,642.37,1589.69,1403.87,2388.03,9060.73,1.3,47.21,2388.06,8142.12,8.3589,0.03,393.0,2388.0,39.11,23.3204
119.0,42.0058,0.84,445.0,549.52,1346.35,1117.9,2212.01,8316.19,1.02,41.79,2388.12,8085.15,9.3056,0.02,329.0,2212.0,10.48,6.3014
120.0,0.0022,0.001,518.67,642.33,1587.87,1393.69,2388.02,9059.17,1.3,47.19,2388.04,8143.95,8.3668,0.03,392.0,2388.0,39.01,23.3872
121.0,35.0058,0.84,449.44,554.99,1368.7,1122.32,2222.98,8352.43,1.02,41.51,2388.06,8067.55,9.2515,0.02,332.0,2223.0,14.97,8.9546
122.0,35.0032,0.84,449.44,555.37,1357.39,1122.24,2223.01,8352.0,1.02,41.69,2388.04,8068.4,9.2554,0.02,333.0,2223.0,14.97,8.9247
123.0,0.0004,0.0011,518.67,642.85,1588.06,1399.29,2388.05,9063.28,1.3,47.28,2388.07,8133.13,8.3617,0.03,391.0,2388.0,39.06,23.4832
124.0,10.0046,0.25,489.05,604.63,1493.3,1299.46,2318.83,8778.49,1.26,45.2,2388.02,8134.47,8.5541,0.03,369.0,2319.0,28.73,17.2485
125.0,0.0002,0.0,518.67,642.16,1588.48,1392.29,2388.04,9052.82,1.3,47.35,2388.01,8141.04,8.4039,0.03,392.0,2388.0,39.12,23.504
126.0,35.0012,0.8413,449.44,555.12,1358.03,1120.66,2223.02,8357.53,1.02,41.8,2388.04,8076.0,9.2516,0.02,333.0,2223.0,14.85,8.9042
127.0,35.0001,0.8411,449.44,555.57,1368.66,1119.32,2222.98,8349.27,1.03,41.58,2388.14,8069.5,9.2592,0.02,334.0,2223.0,14.99,9.0071
128.0,20.0032,0.7017,491.19,606.49,1478.21,1250.76,2323.87,8720.89,1.08,44.06,2387.99,8061.1,9.1704,0.02,362.0,2324.0,24.52,14.7165
129.0,35.0025,0.8413,449.44,555.29,1359.99,1126.28,2223.01,8351.87,1.02,41.6,2388.05,8068.8,9.2446,0.02,331.0,2223.0,14.92,8.8908
130.0,0.003,0.0,518.67,642.66,1579.81,1392.61,2388.03,9057.61,1.3,47.32,2388.04,8137.25,8.3852,0.03,391.0,2388.0,39.17,23.5519
131.0,25.0032,0.6201,462.54,536.26,1254.07,1042.65,1915.45,8008.84,0.94,36.29,2028.27,7874.11,10.8021,0.02,305.0,1915.0,14.14,8.6302
132.0,0.003,0.0,518.67,642.16,1588.41,1400.09,2388.03,9055.66,1.3,47.16,2388.01,8143.27,8.3669,0.03,391.0,2388.0,39.02,23.5391
133.0,25.0075,0.62,462.54,536.27,1253.12,1044.43,1915.39,8003.61,0.94,36.63,2028.27,7869.03,10.8236,0.02,306.0,1915.0,14.4,8.5658
134.0,20.0043,0.7,491.19,606.4,1486.19,1242.73,2323.93,8726.63,1.08,44.22,2388.0,8067.83,9.1688,0.02,364.0,2324.0,24.51,14.6875
135.0,42.0004,0.84,445.0,549.14,1353.63,1115.91,2212.01,8325.69,1.02,41.79,2388.15,8088.67,9.3202,0.02,331.0,2212.0,10.72,6.4527
136.0,25.0028,0.6208,462.54,536.89,1263.13,1045.04,1915.39,8013.08,0.94,36.5,2028.2,7878.63,10.8151,0.02,306.0,1915.0,14.28,8.5818
137.0,25.0038,0.62,462.54,536.05,1257.52,1041.67,1915.39,8002.0,0.94,36.51,2028.28,7875.37,10.8184,0.02,306.0,1915.0,14.49,8.6055
138.0,0.0011,0.0,518.67,641.91,1583.6,1395.82,2388.04,9056.08,1.3,47.14,2388.04,8142.44,8.3847,0.03,391.0,2388.0,39.28,23.5074
139.0,10.0008,0.2518,489.05,604.3,1494.35,1304.58,2318.88,8784.28,1.26,45.17,2388.09,8140.99,8.581,0.03,369.0,2319.0,28.54,17.2323
140.0,42.0057,0.8406,445.0,549.52,1350.15,1119.15,2211.98,8323.7,1.02,41.69,2388.14,8091.47,9.3242,0.02,330.0,2212.0,10.68,6.3787
141.0,42.0005,0.8401,445.0,549.47,1341.06,1118.9,2212.04,8331.13,1.02,41.82,2388.18,8095.58,9.2974,0.02,330.0,2212.0,10.61,6.3488
