0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
71.0,42.0016,0.84,445.0,549.26,1342.84,1114.76,2211.94,8313.47,1.02,41.62,2388.02,8075.11,9.3866,0.02,327.0,2212.0,10.47,6.4191
72.0,20.0008,0.7,491.19,606.46,1471.1,1238.42,2323.85,8709.34,1.07,43.91,2387.96,8055.0,9.1969,0.02,365.0,2324.0,24.74,14.7741
73.0,42.0007,0.84,445.0,549.02,1341.82,1121.73,2211.95,8305.32,1.02,41.47,2388.0,8082.53,9.3224,0.02,330.0,2212.0,10.58,6.4145
74.0,25.0062,0.62,462.54,536.12,1256.45,1041.03,1915.36,8009.01,0.94,36.34,2028.19,7868.91,10.8405,0.02,306.0,1915.0,14.45,8.5149
75.0,42.0004,0.84,445.0,548.61,1355.24,1110.91,2211.94,8315.98,1.02,41.89,2388.03,8073.72,9.3293,0.02,329.0,2212.0,10.42,6.3263
76.0,42.0014,0.84,445.0,549.18,1349.24,1113.08,2211.91,8317.64,1.02,41.68,2387.96,8077.74,9.3267,0.02,329.0,2212.0,10.66,6.4307
77.0,25.0044,0.62,462.54,536.58,1255.8,1042.18,1915.34,8007.17,0.94,36.36,2028.19,7870.79,10.8493,0.02,306.0,1915.0,14.28,8.5557
78.0,0.0014,0.0,518.67,642.16,1578.44,1391.08,2388.02,9046.77,1.3,47.04,2388.0,8134.41,8.3718,0.03,391.0,2388.0,39.05,23.4711
79.0,20.0023,0.7,491.19,606.55,1479.98,1242.22,2323.84,8717.69,1.07,43.93,2387.98,8059.55,9.1969,0.02,364.0,2324.0,24.41,14.6399
80.0,25.0072,0.62,462.54,536.47,1262.43,1041.58,1915.37,8000.76,0.94,36.52,2028.25,7875.17,10.8616,0.02,305.0,1915.0,14.17,8.582
81.0,42.0029,0.84,445.0,548.75,1344.34,1111.92,2211.93,8315.7,1.02,41.8,2388.0,8080.87,9.3298,0.02,331.0,2212.0,10.73,6.4015
82.0,24.9982,0.6219,462.54,536.43,1257.63,1034.95,1915.25,8001.22,0.94,36.37,2028.19,7869.86,10.8436,0.02,304.0,1915.0,14.26,8.5772
83.0,25.0039,0.6214,462.54,536.28,1259.3,1042.22,1915.32,8002.18,0.94,36.54,2028.19,7872.2,10.8349,0.02,306.0,1915.0,14.37,8.5366
84.0,25.0075,0.6219,462.54,536.42,1251.68,1039.44,1915.32,8006.32,0.94,36.6,2028.21,7876.55,10.8371,0.02,306.0,1915.0,14.47,8.6354
85.0,0.0004,0.0001,518.67,641.85,1575.09,1390.76,2387.96,9047.19,1.3,47.08,2387.99,8134.07,8.3328,0.03,391.0,2388.0,39.1,23.3729
86.0,41.9989,0.8414,445.0,548.99,1349.88,1116.75,2211.95,8318.1,1.02,41.75,2388.04,8082.08,9.3092,0.02,330.0,2212.0,10.63,6.3124
87.0,42.0018,0.8408,445.0,549.41,1343.26,1108.51,2211.99,8318.82,1.02,41.71,2388.0,8085.41,9.3169,0.02,329.0,2212.0,10.7,6.3504
88.0,20.001,0.7018,491.19,607.64,1477.83,1241.11,2323.82,8716.13,1.07,44.07,2388.0,8055.36,9.1629,0.02,364.0,2324.0,24.6,14.6941
89.0,0.0004,0.0008,518.67,641.62,1588.12,1397.47,2387.96,9048.44,1.3,47.2,2387.96,8139.44,8.3408,0.03,391.0,2388.0,38.96,23.5052
90.0,35.0055,0.84,449.44,555.53,1357.09,1123.39,2222.92,8353.03,1.02,41.65,2387.99,8063.11,9.251,0.02,331.0,2223.0,14.89,9.0193
91.0,42.0015,0.84,445.0,548.6,1350.87,1112.31,2211.92,8312.39,1.02,41.58,2387.96,8076.43,9.3732,0.02,330.0,2212.0,10.58,6.3826
92.0,0.0023,0.0016,518.67,642.35,1585.19,1397.12,2387.99,9054.54,1.3,46.92,2388.0,8134.17,8.3947,0.03,392.0,2388.0,38.88,23.5008
93.0,10.0011,0.25,489.05,604.2,1493.42,1302.63,2318.76,8768.88,1.26,45.11,2387.98,8130.03,8.6014,0.03,367.0,2319.0,28.5,17.1709
94.0,42.0014,0.84,445.0,549.36,1349.27,1117.28,2211.95,8316.38,1.02,41.71,2387.99,8081.55,9.2882,0.02,329.0,2212.0,10.66,6.3216
95.0,34.9997,0.8403,449.44,555.67,1361.73,1126.7,2222.92,8339.69,1.02,41.65,2387.92,8069.14,9.2788,0.02,332.0,2223.0,14.88,8.9466
96.0,20.0011,0.7018,491.19,607.12,1484.02,1241.47,2323.86,8719.51,1.08,44.25,2387.98,8063.73,9.1696,0.02,362.0,2324.0,24.51,14.639
97.0,41.9984,0.8417,445.0,549.04,1349.0,1119.35,2211.93,8318.57,1.02,41.91,2388.01,8082.01,9.3497,0.02,329.0,2212.0,10.79,6.4412
98.0,42.0024,0.8403,445.0,549.02,1349.74,1110.81,2211.92,8312.06,1.02,41.61,2388.06,8080.8,9.3493,0.02,328.0,2212.0,10.67,6.3693
99.0,10.0044,0.25,489.05,604.39,1491.25,1301.51,2318.81,8781.82,1.26,45.12,2387.95,8133.14,8.6174,0.03,368.0,2319.0,28.73,17.1789
100.0,41.9985,0.841,445.0,548.77,1346.26,1111.73,2211.92,8311.21,1.02,41.5,2388.02,8080.01,9.3227,0.02,328.0,2212.0,10.7,6.318
101.0,25.0013,0.62,462.54,536.58,1256.62,1036.17,1915.36,8009.19,0.94,36.49,2028.17,7878.27,10.8292,0.02,306.0,1915.0,14.45,8.5132
102.0,10.0046,0.25,489.05,603.99,1498.94,1301.12,2318.76,8773.65,1.26,45.12,2387.99,8133.76,8.6096,0.03,369.0,2319.0,28.79,17.2113
103.0,9.9985,0.2515,489.05,604.46,1497.85,1304.23,2318.84,8773.73,1.26,45.05,2388.02,8132.56,8.5908,0.03,368.0,2319.0,28.88,17.2649
104.0,42.0035,0.8407,445.0,548.94,1349.49,1118.28,2211.98,8321.64,1.02,41.65,2388.09,8079.26,9.2883,0.02,330.0,2212.0,10.65,6.3669
105.0,41.9997,0.84,445.0,549.3,1344.33,1119.47,2211.98,8319.17,1.02,41.63,2388.01,8085.93,9.3239,0.02,329.0,2212.0,10.61,6.4384
106.0,25.0053,0.622,462.54,536.6,1250.15,1042.17,1915.31,8006.98,0.94,36.34,2028.18,7868.3,10.8726,0.02,308.0,1915.0,14.16,8.6162
107.0,42.0033,0.84,445.0,549.05,1353.66,1115.34,2211.89,8317.82,1.02,41.82,2388.05,8081.7,9.3062,0.02,330.0,2212.0,10.7,6.4503
108.0,10.0011,0.2515,489.05,603.97,1495.88,1291.7,2318.78,8776.72,1.26,45.14,2388.01,8132.85,8.5882,0.03,368.0,2319.0,28.68,17.1905
109.0,41.9992,0.84,445.0,549.85,1350.03,1115.57,2211.96,8318.34,1.02,41.61,2388.04,8081.26,9.3496,0.02,329.0,2212.0,10.6,6.3716
110.0,42.0007,0.84,445.0,548.88,1345.52,1117.35,2211.92,8316.95,1.02,41.75,2388.03,8081.1,9.3137,0.02,330.0,2212.0,10.6,6.3294
111.0,0.0017,0.0014,518.67,642.64,1580.18,1399.17,2388.01,9049.95,1.3,47.06,2387.96,8138.58,8.3499,0.03,391.0,2388.0,38.99,23.3746
112.0,42.0014,0.8412,445.0,549.32,1352.01,1113.88,2211.94,8315.5,1.02,41.81,2388.1,8081.51,9.2659,0.02,330.0,2212.0,10.8,6.4593
113.0,42.0002,0.84,445.0,549.19,1345.9,1117.29,2211.91,8312.49,1.02,41.99,2388.02,8082.16,9.3181,0.02,330.0,2212.0,10.87,6.3582
114.0,35.0012,0.8407,449.44,555.05,1359.39,1124.22,2222.93,8342.85,1.02,41.7,2387.93,8065.24,9.3127,0.02,332.0,2223.0,14.77,9.0417
115.0,42.0038,0.8403,445.0,549.29,1349.4,1115.41,2212.01,8321.89,1.02,41.89,2388.0,8084.31,9.339,0.02,329.0,2212.0,10.61,6.3429
116.0,25.0051,0.6209,462.54,535.86,1254.13,1039.4,1915.39,8003.98,0.94,36.44,2028.18,7870.46,10.8396,0.02,306.0,1915.0,14.35,8.6709
117.0,10.0032,0.2518,489.05,604.05,1500.27,1297.19,2318.85,8777.48,1.26,45.33,2387.99,8136.5,8.5878,0.03,368.0,2319.0,28.79,17.2737
118.0,19.9994,0.7,491.19,606.54,1485.87,1240.83,2323.93,8712.94,1.08,44.25,2388.03,8060.75,9.2154,0.02,362.0,2324.0,24.54,14.6821
119.0,10.0059,0.2508,489.05,603.8,1494.05,1289.62,2318.86,8781.11,1.26,45.09,2388.04,8133.83,8.6228,0.03,368.0,2319.0,28.79,17.299
120.0,25.0035,0.6208,462.54,536.7,1258.87,1041.84,1915.33,8002.39,0.94,36.32,2028.27,7872.66,10.7956,0.02,304.0,1915.0,14.36,8.6726
121.0,20.0044,0.702,491.19,607.32,1483.64,1245.94,2323.9,8725.36,1.08,44.17,2387.99,8063.2,9.1781,0.02,363.0,2324.0,24.71,14.8316
122.0,0.0028,0.0,518.67,642.21,1583.74,1403.57,2387.99,9053.69,1.3,47.22,2387.99,8135.53,8.3817,0.03,392.0,2388.0,39.12,23.5161
123.0,0.0013,0.0002,518.67,641.95,1580.31,1398.18,2388.03,9053.59,1.3,47.2,2388.01,8136.34,8.3374,0.03,392.0,2388.0,39.15,23.4825
124.0,25.0072,0.62,462.54,536.3,1255.8,1045.07,1915.39,8006.73,0.94,36.47,2028.25,7874.53,10.8446,0.02,306.0,1915.0,14.25,8.5315
125.0,41.9984,0.84,445.0,549.05,1342.06,1121.49,2211.95,8317.09,1.02,41.8,2388.06,8085.68,9.3346,0.02,328.0,2212.0,10.67,6.4772
126.0,41.9995,0.84,445.0,549.08,1348.58,1117.2,2211.91,8323.56,1.02,41.96,2388.06,8083.78,9.2987,0.02,330.0,2212.0,10.51,6.4199
127.0,0.0001,0.0,518.67,642.13,1589.05,1393.54,2387.99,9051.01,1.3,47.05,2387.99,8137.63,8.3605,0.03,391.0,2388.0,39.05,23.4541
128.0,42.0005,0.84,445.0,549.5,1346.61,1122.75,2212.02,8323.58,1.02,41.74,2388.04,8082.8,9.338,0.02,330.0,2212.0,10.53,6.3618
129.0,20.0027,0.7,491.19,607.15,1477.88,1246.83,2323.9,8726.31,1.08,44.24,2388.0,8060.32,9.1685,0.02,363.0,2324.0,24.69,14.7487
130.0,35.0062,0.84,449.44,555.41,1351.63,1122.31,2222.95,8352.05,1.02,41.45,2388.04,8066.93,9.261,0.02,331.0,2223.0,14.78,8.9576
131.0,24.999,0.62,462.54,536.11,1262.05,1041.05,1915.4,8010.02,0.94,36.55,2028.26,7875.76,10.8281,0.02,306.0,1915.0,14.64,8.5992
132.0,35.0035,0.84,449.44,555.71,1360.03,1124.68,2222.92,8349.75,1.02,41.59,2388.03,8074.14,9.2347,0.02,333.0,2223.0,14.83,8.9868
133.0,25.0074,0.62,462.54,536.5,1258.17,1043.04,1915.4,8011.93,0.94,36.5,2028.31,7871.63,10.8363,0.02,305.0,1915.0,14.29,8.6505
134.0,35.0032,0.84,449.44,555.36,1365.73,1129.8,2223.02,8352.6,1.03,41.73,2388.13,8075.05,9.2288,0.02,331.0,2223.0,14.93,8.8929
135.0,20.0052,0.7,491.19,607.18,1482.46,1242.13,2323.88,8731.65,1.08,44.19,2388.02,8060.97,9.1704,0.02,362.0,2324.0,24.64,14.8572
136.0,0.0018,0.0,518.67,642.27,1590.71,1400.43,2388.04,9051.69,1.3,47.22,2388.03,8139.91,8.3815,0.03,391.0,2388.0,38.98,23.4706
137.0,35.0068,0.8405,449.44,555.15,1361.8,1119.65,2222.98,8350.33,1.02,41.48,2388.05,8070.55,9.2615,0.02,333.0,2223.0,15.01,8.9635
138.0,10.0001,0.25,489.05,604.54,1499.32,1297.76,2318.93,8789.62,1.26,45.1,2388.14,8134.22,8.5817,0.03,368.0,2319.0,28.94,17.2079
139.0,10.0022,0.2509,489.05,604.21,1498.8,1299.03,2318.82,8787.68,1.26,45.24,2388.06,8128.69,8.5748,0.03,370.0,2319.0,28.83,17.2235
140.0,25.0045,0.6208,462.54,536.67,1255.55,1041.72,1915.37,8013.39,0.94,36.51,2028.28,7878.2,10.8162,0.02,307.0,1915.0,14.32,8.6419
141.0,10.0056,0.25,489.05,605.04,1493.21,1292.85,2318.85,8781.72,1.26,45.23,2388.09,8133.29,8.6061,0.03,367.0,2319.0,28.76,17.2033
142.0,42.0011,0.8416,445.0,548.8,1350.98,1117.94,2212.01,8329.64,1.03,41.73,2388.08,8094.99,9.2899,0.02,330.0,2212.0,10.67,6.2978
143.0,42.0038,0.84,445.0,549.64,1351.96,1118.94,2211.98,8324.05,1.02,41.69,2388.09,8089.26,9.3026,0.02,329.0,2212.0,10.67,6.4011
144.0,42.0066,0.8402,445.0,548.95,1351.71,1122.2,2212.05,8323.96,1.02,41.89,2388.09,8086.44,9.3268,0.02,330.0,2212.0,10.7,6.335
145.0,0.0015,0.0,518.67,642.23,1583.63,1395.77,2388.09,9062.5,1.3,47.28,2388.05,8144.85,8.366,0.03,391.0,2388.0,39.3,23.5767
146.0,35.0051,0.84,449.44,555.0,1365.69,1123.73,2223.04,8354.95,1.03,41.92,2388.14,8071.33,9.2369,0.02,333.0,2223.0,14.82,9.006
